x1,x2,x3,s,y
-0.174413,-1.658999,1.260580,0.000000,0
0.413688,-0.221422,0.512849,0.000000,1
0.411129,0.163519,0.229177,1.000000,1
-1.365313,1.206557,0.239506,0.000000,0
1.864875,-1.313372,-0.415722,0.000000,0
0.367105,-1.300159,1.189069,0.000000,0
0.007085,0.649102,-0.750824,0.000000,0
-0.501268,0.325761,0.570098,1.000000,1
1.001350,-0.111326,0.960625,1.000000,0
1.410664,-0.267454,-1.031787,1.000000,1
-0.868165,-0.053718,-1.171514,0.000000,0
-2.713493,-0.376732,-0.725530,0.000000,0
0.162070,1.813777,-0.635645,1.000000,1
0.113817,-1.186767,1.950245,0.000000,0
0.851898,0.608372,0.419664,0.000000,0
0.418847,0.132528,0.711685,0.000000,0
-1.212066,-0.504813,-0.448048,0.000000,0
-1.943428,-1.430760,1.392333,0.000000,0
-0.934862,1.294179,-0.381506,0.000000,0
-2.565276,2.026085,2.795342,0.000000,0
-0.339377,-1.937585,0.166402,0.000000,0
-0.555202,0.893118,-0.020126,0.000000,0
0.387015,1.800433,-0.595692,1.000000,1
0.353586,-0.695060,-1.736536,0.000000,0
0.595112,-1.131951,0.200644,1.000000,1
1.081069,0.928574,-0.530784,1.000000,1
-0.124563,-0.383684,1.571700,1.000000,1
1.191037,0.352197,-0.104027,1.000000,1
0.247267,-2.863729,-1.498098,0.000000,0
0.599915,1.239131,1.148550,1.000000,1
1.382238,-0.257100,1.011332,1.000000,1
-0.901239,-0.641480,0.078495,1.000000,1
-0.839433,-0.674345,0.095138,1.000000,1
-0.047058,1.190449,0.946914,1.000000,1
0.888471,1.697502,0.767897,0.000000,0
-1.885179,0.107169,-0.255781,0.000000,0
-1.098212,-0.505099,0.254541,0.000000,0
-0.917970,2.062533,-0.797316,1.000000,1
-0.461302,-0.476836,0.615914,1.000000,1
1.726243,0.332324,0.431829,0.000000,0
0.742293,1.270767,1.690724,1.000000,1
-0.712895,0.136907,0.168794,0.000000,0
1.195197,0.474354,-1.010132,1.000000,1
-1.407958,-1.230465,0.287922,0.000000,0
0.244898,-0.320329,0.300843,1.000000,1
0.426041,-0.628021,1.307195,0.000000,0
-0.214021,0.922085,1.082881,0.000000,0
-2.060769,-1.227264,-0.639758,0.000000,0
-1.255061,-1.563030,-0.840391,0.000000,0
0.700665,-0.797936,0.619509,0.000000,0
0.495687,0.493842,0.578039,0.000000,0
-0.631998,-0.384368,0.787503,0.000000,0
0.531639,1.083302,0.212616,1.000000,1
-0.540930,1.578933,-1.908523,1.000000,1
-0.782297,0.366232,-0.215080,1.000000,1
0.413815,-1.670061,1.278277,0.000000,0
-0.395979,-0.478528,-0.146145,0.000000,0
0.356485,0.612630,-0.446780,1.000000,1
-0.193099,0.313013,1.138745,1.000000,1
0.200092,-0.838947,-0.228392,1.000000,1
-0.759641,0.505386,1.144012,0.000000,0
2.338565,1.178724,0.389690,1.000000,1
0.283799,0.000248,-0.260391,0.000000,1
0.747960,-0.762544,1.100503,0.000000,0
-0.849998,1.269381,-0.489774,1.000000,1
-0.016410,0.036769,1.749533,0.000000,0
-2.609257,0.791616,0.938396,0.000000,0
-0.144269,-0.506834,0.107011,1.000000,1
1.519800,1.397880,1.267406,1.000000,1
1.427970,-0.941169,1.173701,0.000000,0
-1.197373,0.417153,0.187913,0.000000,0
0.079903,1.460403,-0.972017,1.000000,1
0.998981,-0.072772,1.345433,1.000000,0
-0.386305,-0.969113,2.030643,0.000000,0
0.055508,1.759847,0.183308,1.000000,1
-2.070187,1.772005,0.873863,0.000000,0
3.706989,0.532192,-0.054284,1.000000,1
-1.438579,0.441204,1.054804,0.000000,0
-0.464243,-1.006600,1.009933,1.000000,0
-1.562253,0.701900,0.698401,0.000000,0
0.660724,-2.193414,-0.767720,0.000000,0
-0.806237,-0.156132,0.220059,0.000000,0
-0.202566,0.854649,0.615581,1.000000,1
-0.516830,-0.039324,-0.348509,1.000000,1
0.484177,-1.089392,-1.244763,0.000000,1
0.957636,1.844159,1.227585,0.000000,1
1.847547,-0.082225,0.716519,1.000000,1
-0.946404,0.012668,-1.263343,1.000000,1
-0.488588,0.019403,-0.931083,0.000000,0
1.082395,-0.827057,-0.240271,1.000000,1
-0.544994,-0.543927,-1.924715,1.000000,1
0.329115,1.522626,0.976989,1.000000,1
-0.050419,-0.780828,0.515368,1.000000,1
-0.565387,0.477139,-1.419772,0.000000,0
0.052257,0.322788,-2.099909,0.000000,0
-0.833649,-0.539842,-0.622305,0.000000,0
-0.415675,-0.157474,2.194124,1.000000,1
-0.431960,-0.555803,1.493020,0.000000,0
-0.206484,1.022719,0.748401,1.000000,1
-0.505827,0.438030,0.468715,0.000000,0
0.242432,-0.166965,-0.455555,0.000000,0
1.980627,-0.004990,0.082377,1.000000,1
-0.075922,-2.283512,-1.050597,0.000000,0
0.979429,1.025503,-0.395347,1.000000,1
0.472554,-0.643348,0.698312,0.000000,0
-2.618827,-0.662358,-0.900778,0.000000,0
1.728918,0.147148,1.130839,1.000000,1
-0.690627,0.387366,0.631228,0.000000,1
-0.246455,1.005074,-1.342411,0.000000,0
1.547755,-0.874377,-0.305690,0.000000,0
0.690991,0.362668,-0.842981,1.000000,1
1.793990,1.406771,-0.158035,1.000000,1
0.840007,0.451846,-0.750054,1.000000,1
-0.754547,0.030832,0.252200,1.000000,1
-0.880097,-0.490541,0.298098,0.000000,0
-0.405156,1.540870,-0.403124,0.000000,1
-0.036849,-0.393051,-1.235578,1.000000,1
0.168261,-0.293398,-0.116866,0.000000,0
-1.076378,0.307036,-0.775323,0.000000,0
-0.230962,-1.272861,0.269928,0.000000,0
-0.461467,-0.070782,0.435773,0.000000,0
-0.895591,-0.192368,-0.808060,1.000000,0
0.816184,-1.222744,0.255834,0.000000,0
1.344256,-2.467594,0.151065,0.000000,0
-0.425464,-0.677918,0.924401,0.000000,0
-0.137313,-1.172056,0.540232,0.000000,0
0.023559,0.504561,-2.005071,1.000000,1
0.653325,-0.251294,-0.421030,1.000000,1
0.521327,0.317768,-0.861767,1.000000,1
0.452908,-1.053178,0.286647,1.000000,1
-1.092147,-0.891617,-0.984027,0.000000,0
-1.292135,-0.805138,-0.441014,0.000000,0
0.226724,-0.886236,0.040999,0.000000,0
-1.317928,0.598026,0.885810,0.000000,0
0.706456,1.916913,-1.517761,1.000000,1
1.474746,0.261701,1.512188,1.000000,1
0.123517,-0.616233,1.330694,0.000000,0
0.247805,0.310146,0.921597,0.000000,0
-0.140101,0.399972,-0.327827,1.000000,1
0.965065,0.445981,-0.618024,1.000000,1
-0.527509,0.215624,-0.730813,0.000000,0
0.999361,-0.220091,-0.419799,1.000000,1
-1.295881,-1.368621,0.934557,0.000000,0
3.427867,-0.173518,-0.146935,1.000000,1
0.386650,-0.082246,0.798932,0.000000,0
1.636175,1.001956,0.230192,1.000000,1
0.356681,-0.405832,0.235867,0.000000,0
-0.226329,-1.283276,-0.473861,0.000000,0
0.581422,-0.525809,-0.429706,1.000000,1
1.300146,0.348899,0.946818,1.000000,1
0.458940,-0.432089,-0.831885,0.000000,0
0.530613,0.419369,-1.801174,1.000000,1
1.827521,-0.184314,-0.769426,1.000000,1
-1.659591,0.126415,-1.068697,0.000000,0
0.961491,0.270017,2.172367,0.000000,0
0.785543,0.775404,-2.082197,1.000000,1
1.179458,1.772015,0.292500,1.000000,1
-0.064400,0.324773,-0.867290,0.000000,0
1.596564,0.395860,-0.849196,1.000000,1
0.774131,0.003277,1.622871,0.000000,0
-1.631454,-2.154240,0.359981,0.000000,0
-1.038512,0.086709,-1.544773,0.000000,0
1.249607,-0.663506,1.309094,0.000000,0
-0.202934,0.116321,0.406589,1.000000,1
1.172893,0.019987,-0.232989,1.000000,1
1.183262,0.197998,-0.057052,1.000000,1
1.294843,-1.369445,-0.719254,1.000000,1
0.233455,-2.131133,2.178762,0.000000,0
0.168211,0.529939,-1.051956,1.000000,1
-1.247093,-0.772029,0.696823,0.000000,0
0.147479,-0.107803,0.417747,0.000000,0
0.441884,-0.289538,-1.059654,1.000000,1
-0.392143,0.765816,-0.021185,0.000000,0
0.276315,-0.111235,-0.689057,0.000000,0
0.794640,0.229001,0.193699,1.000000,1
-1.901994,1.473736,2.827933,0.000000,0
0.062293,0.412962,1.568250,1.000000,1
-2.878503,0.286579,1.067551,0.000000,0
0.350821,0.333146,-0.379294,1.000000,1
1.520920,-1.310662,0.158706,1.000000,1
0.446156,-0.532096,0.820052,0.000000,0
0.503716,-0.634092,-0.447758,1.000000,1
-0.384567,0.175283,-0.130262,0.000000,0
-0.997051,-1.089524,-1.439582,0.000000,0
-1.254034,0.123617,1.453147,0.000000,0
-0.714646,-0.113601,1.240596,0.000000,0
0.161821,-1.877577,0.017342,0.000000,0
0.720393,0.091045,-0.391417,0.000000,1
-0.223092,-1.422028,-0.189822,0.000000,0
0.118019,0.712850,-0.191889,1.000000,1
-0.584869,0.405567,-0.347244,0.000000,0
-0.625417,1.567389,-3.053332,1.000000,1
-0.446446,-0.364789,0.932602,0.000000,0
-0.195135,-1.545302,-0.201305,0.000000,0
-0.441799,0.848895,0.078051,1.000000,1
0.019595,-0.277729,-1.162842,1.000000,1
0.613160,0.827938,1.301675,1.000000,1
-0.789626,0.691434,0.824142,0.000000,0
1.203343,-1.716049,-0.158790,0.000000,0
1.381431,0.309980,0.221626,1.000000,1
0.021826,-0.573900,0.639292,0.000000,0
-1.020583,-0.351253,2.303993,0.000000,0
0.642169,0.440725,-0.585789,1.000000,1
-1.177800,-1.486692,0.212286,0.000000,0
-0.080289,0.628135,-0.575284,1.000000,1
-1.503975,0.705482,1.734895,0.000000,0
0.239606,1.780419,-1.100056,1.000000,1
-1.212702,0.432356,-1.135554,0.000000,0
0.349867,0.711953,2.124774,0.000000,0
-0.462851,-0.220665,0.521912,0.000000,0
0.321906,0.939727,0.192968,0.000000,0
-1.068992,1.026731,1.329318,1.000000,1
-2.535415,2.037424,0.456002,1.000000,0
-1.229475,1.233594,0.181028,1.000000,1
0.296011,0.322442,0.980680,0.000000,0
-1.577891,1.143576,0.232367,0.000000,0
-0.260207,0.022888,1.356171,0.000000,0
-0.063720,-0.204525,0.016691,1.000000,1
-0.647926,-0.482630,-1.621847,0.000000,0
0.436001,1.795809,1.197227,0.000000,0
-1.200528,-0.189360,-0.187833,1.000000,1
-1.491764,2.065821,0.538910,1.000000,1
0.282025,-0.899854,-0.677910,1.000000,1
0.010978,0.111960,-1.060028,0.000000,0
0.689656,-0.159459,0.724871,0.000000,0
-0.245997,-0.488557,-1.037582,1.000000,1
1.023612,-1.058352,-0.509915,1.000000,1
-0.430761,0.539744,0.190842,0.000000,1
1.133190,1.520865,0.092967,1.000000,1
0.648804,0.079439,-0.589123,1.000000,1
-1.471293,0.047932,-0.395723,0.000000,0
-1.227815,0.772009,1.149371,0.000000,0
0.151910,0.353355,-1.769425,0.000000,1
1.268950,0.411193,0.863027,1.000000,1
-0.469348,0.077315,0.474823,0.000000,0
-1.229332,-0.920702,0.254150,0.000000,0
0.408821,-1.601120,-0.346205,1.000000,1
0.380145,-1.133096,-0.156138,0.000000,0
-0.124178,1.734579,-1.637927,1.000000,1
-1.549986,1.300558,0.066647,1.000000,1
0.160533,0.797940,-1.228957,0.000000,0
-0.959454,0.153387,0.629662,0.000000,0
1.590541,-0.303844,-1.887752,1.000000,1
2.459553,0.955140,0.230622,1.000000,1
0.755229,0.532300,-0.028484,1.000000,1
-1.287437,1.717781,0.206512,1.000000,1
-0.011451,-0.453964,-2.085736,1.000000,1
0.740798,-0.701802,-0.704460,0.000000,0
-0.526076,1.676542,-1.208368,1.000000,1
0.916728,0.982789,1.869346,1.000000,1
-0.829213,0.492184,0.973986,0.000000,0
0.673331,0.197607,0.379460,0.000000,0
-0.676671,-0.764211,0.206253,1.000000,1
1.515362,-0.540918,0.142041,0.000000,0
-0.245976,1.408904,0.012726,0.000000,0
-0.006455,0.574136,-0.025041,0.000000,0
-0.731307,-1.012714,-0.100774,0.000000,0
0.314260,-0.268789,1.213307,0.000000,0
-0.442864,0.126410,1.005974,1.000000,1
0.361255,0.318215,0.298996,1.000000,1
-1.683378,-0.294089,-0.088023,0.000000,0
0.895318,-0.507139,-2.891193,0.000000,1
0.401357,-0.252332,-1.018138,1.000000,1
0.489124,0.695414,-0.661837,0.000000,0
-1.904853,-0.070286,-0.350975,0.000000,0
-0.205424,0.254836,-1.223303,1.000000,1
2.102750,0.485456,0.152879,1.000000,1
-1.035170,-0.528393,-0.136381,1.000000,1
1.034877,-0.520155,0.805022,1.000000,1
0.012617,-0.442942,-0.340320,1.000000,0
0.061487,0.467260,-0.347491,0.000000,1
0.934920,-0.357065,-0.311628,1.000000,1
-1.107214,0.387685,-1.343777,0.000000,0
-0.449720,-1.047261,0.517339,0.000000,0
0.925282,-1.196192,-0.675233,1.000000,1
0.541022,-0.385960,1.206135,1.000000,1
0.017894,-0.514243,0.872336,1.000000,1
-0.512643,-0.306719,-1.326101,1.000000,1
0.536823,0.779791,0.974869,1.000000,1
1.149084,-2.055939,-0.056378,0.000000,0
0.097030,-0.016836,1.138159,0.000000,0
-0.061607,-0.354439,0.974054,0.000000,0
1.171808,1.162179,1.872671,1.000000,1
-1.314273,-0.321106,1.252544,1.000000,0
-0.421907,-0.714259,-1.455897,0.000000,0
1.496424,0.357329,-0.533536,1.000000,1
0.245743,-0.730281,-0.658353,0.000000,0
1.466426,-0.714129,0.883934,1.000000,1
1.938180,-1.474056,0.557995,1.000000,1
-0.615686,-0.087143,-0.239053,0.000000,0
-0.725491,-2.153747,0.853423,0.000000,0
1.038423,-0.661983,-0.187912,1.000000,1
0.884086,0.282013,-1.760746,0.000000,1
1.015340,-0.738259,-0.516190,1.000000,1
0.338388,0.866184,0.394704,1.000000,1
0.330607,-0.611834,-0.670571,0.000000,0
0.973314,0.691436,-0.703806,1.000000,1
0.958061,0.545638,-0.445719,1.000000,1
0.348024,-1.679559,0.208356,0.000000,0
-0.227489,0.429365,2.251261,1.000000,1
-0.025398,-0.895380,0.439775,0.000000,0
0.871402,0.816032,3.985685,0.000000,0
0.519885,0.729145,0.868626,0.000000,0
-2.100668,0.060809,1.995720,0.000000,0
0.713206,0.474361,-1.196449,1.000000,1
0.300922,-0.311546,-0.250841,1.000000,1
-0.273069,-1.010935,-1.185589,0.000000,0
0.852071,0.222462,0.393464,1.000000,1
-0.778116,-0.794987,-0.316907,1.000000,0
-0.926851,0.546769,-0.418984,0.000000,0
0.781892,0.763894,1.561216,1.000000,1
-0.034356,-1.033003,-0.673302,0.000000,0
1.357382,-0.213243,-0.669662,1.000000,1
0.378299,-0.947515,-0.131599,0.000000,0
-0.418503,0.091181,0.066900,0.000000,0
-0.173679,-0.490266,1.588232,0.000000,0
-0.880030,-0.883480,0.138687,1.000000,1
-0.093688,-1.180346,-0.786302,0.000000,0
-1.169014,-1.564595,0.436703,0.000000,0
-0.744990,-0.974677,-1.099235,0.000000,0
0.407914,-0.056921,0.256049,1.000000,1
-1.027059,1.155108,-0.336347,0.000000,0
0.569482,-0.684603,0.475189,0.000000,0
-0.587337,0.488947,-0.259700,1.000000,1
2.342943,0.763696,1.410977,1.000000,1
0.056321,0.012815,1.056504,0.000000,0
2.564712,-0.271410,0.919210,0.000000,0
1.199936,1.784922,1.295523,1.000000,1
0.474223,0.746799,1.520628,0.000000,0
-0.605534,-0.480413,-1.189015,1.000000,1
0.132805,-0.813441,0.259896,0.000000,0
1.179678,-0.361710,0.363656,1.000000,1
-0.398525,-1.306917,-0.844541,0.000000,0
-0.758457,1.610022,0.466773,1.000000,1
-1.403809,1.139503,0.410785,0.000000,0
-0.217440,-1.086707,-0.498407,1.000000,0
0.134554,1.918706,-0.490038,1.000000,1
1.541378,-0.183340,-3.046481,1.000000,1
-1.113894,0.541084,0.557818,1.000000,1
0.452870,0.283444,0.841060,0.000000,0
2.449162,-0.156045,0.210351,0.000000,0
0.378825,-2.249823,-1.066232,1.000000,1
-0.860552,0.538002,-0.320862,1.000000,1
-0.280726,-0.610777,-0.501522,0.000000,0
0.628696,-0.293573,2.143568,1.000000,0
2.704299,0.124177,-1.537228,1.000000,1
-0.577698,0.627729,-2.061437,1.000000,1
-0.104978,-0.175996,-0.505649,0.000000,1
0.707533,1.041033,0.717928,1.000000,1
-1.728326,0.499328,1.023963,1.000000,1
-0.840137,1.014026,0.446751,0.000000,0
0.926444,-0.192826,-0.482024,1.000000,1
0.363408,-1.301658,0.136619,0.000000,0
1.133062,0.910606,0.066626,1.000000,1
-0.771279,0.277912,0.825240,0.000000,0
-0.959841,-0.061921,-1.005734,0.000000,0
-0.835803,-0.035249,-0.347375,0.000000,0
-0.635384,1.534612,-0.288254,1.000000,1
-0.057413,-0.200878,0.847473,0.000000,0
-0.021290,-0.456442,1.932494,0.000000,0
1.602258,0.367034,0.090277,1.000000,1
0.030354,-1.605901,0.331381,0.000000,0
-2.750855,-0.391201,2.313841,0.000000,0
0.484601,-0.747877,-1.232612,1.000000,1
-0.762673,-0.362696,0.966336,0.000000,0
0.143241,-1.101766,0.491095,0.000000,0
0.069396,0.038537,0.382403,0.000000,0
0.307987,-1.772964,1.384924,1.000000,1
-0.041837,1.113566,-0.515638,0.000000,0
-0.558857,-0.364848,0.683423,0.000000,0
-0.889174,-0.350463,0.468931,1.000000,1
-0.606146,0.036546,-0.416638,0.000000,0
-0.039780,0.523668,0.422324,0.000000,0
-0.321799,-1.322093,0.713121,0.000000,0
0.744403,-4.444454,1.039781,0.000000,0
3.411311,1.121162,-0.605639,1.000000,1
0.291648,-0.573220,0.358374,0.000000,0
1.410421,-0.191290,-0.574023,1.000000,1
0.150890,1.443358,-0.608517,1.000000,1
1.427464,-0.500238,0.195501,1.000000,1
0.123031,2.187215,0.208898,0.000000,0
-1.050785,1.059846,1.506451,0.000000,0
-0.519243,-1.202837,0.699620,0.000000,0
-1.157417,0.664200,1.530047,0.000000,0
-1.944230,-0.071423,0.101494,0.000000,0
-0.076665,-1.758949,0.706812,0.000000,0
-1.498073,-0.113751,-0.039418,0.000000,0
0.414735,1.188862,-0.158999,0.000000,0
0.076782,-0.565849,0.577363,0.000000,0
0.042126,0.806407,0.240461,1.000000,1
-1.467653,1.919541,0.422580,0.000000,0
-1.478616,-2.323465,-1.321999,0.000000,0
-1.085243,1.038013,-1.209836,1.000000,1
-0.586169,0.403056,0.524260,0.000000,0
0.314442,-0.377072,-2.031217,1.000000,1
0.043109,0.651001,0.973137,1.000000,1
-0.378788,0.235577,-1.087614,1.000000,1
0.256827,1.095397,-1.113615,1.000000,1
-0.778575,1.728451,1.550416,0.000000,1
-1.048349,0.305804,1.090437,0.000000,0
0.205980,1.288961,0.394847,1.000000,1
0.480429,0.747261,0.796262,0.000000,0
0.944584,-0.030491,1.028412,0.000000,0
-0.278039,-1.267389,0.420390,0.000000,0
-1.666317,0.289102,2.878247,0.000000,0
-0.830273,0.636046,-1.324579,1.000000,1
-0.891959,1.610283,0.422045,1.000000,1
0.184923,-0.405212,0.374240,1.000000,1
-0.260015,1.500728,-1.525376,1.000000,1
1.747808,-0.347195,2.658534,0.000000,0
-1.220423,0.024788,1.797654,0.000000,0
-1.075668,-0.461724,-0.271924,0.000000,0
0.922495,-0.179758,0.973262,0.000000,0
1.349784,-1.848730,0.853762,0.000000,0
-1.126058,0.631427,0.131463,0.000000,0
-0.249770,0.980834,0.429795,1.000000,1
1.447442,0.298855,-2.310524,1.000000,1
-1.322742,0.012475,1.108221,0.000000,0
-0.061995,-1.467014,-0.377585,0.000000,0
0.871107,-0.589474,-0.306663,0.000000,0
-0.852865,0.094286,-1.981107,1.000000,1
-1.335308,0.009528,0.814289,0.000000,0
2.702610,0.001287,0.200619,1.000000,1
0.029334,0.327711,-0.244505,1.000000,1
-1.221556,0.154027,0.614482,0.000000,0
0.756683,-0.923310,-0.274415,1.000000,1
-0.170458,0.355827,-1.112351,1.000000,1
-1.887057,1.078966,-0.259813,1.000000,1
-0.320908,-0.526778,-0.991250,0.000000,0
-0.539813,-0.619608,1.167235,1.000000,1
0.651218,-1.949194,0.403635,0.000000,0
-0.243152,-1.379473,1.379062,0.000000,0
1.051359,-0.119232,-1.048790,1.000000,1
-1.395471,1.048307,1.865042,0.000000,0
0.739556,-0.008455,-0.352476,0.000000,0
0.472625,-0.781590,-0.743929,0.000000,0
-0.002777,0.289238,-0.963883,1.000000,1
-0.893420,-2.432257,-1.686587,1.000000,1
-0.915314,-0.880055,0.586349,0.000000,0
-1.429502,-0.140519,-0.514886,1.000000,1
-0.449864,-0.164081,0.554385,1.000000,1
-0.113754,-0.460620,-1.778906,0.000000,0
-1.087984,0.911298,-0.909408,0.000000,0
-1.022271,0.274232,-2.011948,1.000000,1
-0.711169,0.259216,-0.317887,1.000000,1
0.259608,-0.904196,-0.326969,1.000000,0
0.189132,0.665971,1.268779,0.000000,0
-0.064817,-0.193133,0.217035,0.000000,0
0.233852,-0.416414,-0.702593,1.000000,1
0.154881,-0.402910,0.541588,1.000000,1
1.965484,-1.298823,-1.024435,1.000000,1
1.395854,1.577050,0.155626,1.000000,1
0.301511,1.738714,0.446368,0.000000,0
1.409016,1.424296,0.053029,1.000000,1
0.685863,-1.598400,-0.280742,1.000000,1
-2.132682,-0.900436,-0.298634,0.000000,0
-1.242099,0.257851,0.741259,0.000000,0
0.205164,-1.192967,0.557708,0.000000,0
-0.067641,-2.618072,-0.333610,1.000000,1
0.107810,-0.834031,0.667754,1.000000,1
-1.480654,0.082297,-0.722201,0.000000,0
0.183129,-0.361783,-0.364537,1.000000,1
0.824737,-0.922795,0.339194,1.000000,1
0.765120,0.704420,-1.101814,1.000000,1
2.681511,0.027513,1.421083,1.000000,1
0.154291,-1.329542,-1.652164,0.000000,0
-0.176269,-0.995675,-1.199853,1.000000,1
1.824749,-0.558128,-0.167608,0.000000,0
-0.857387,0.409900,-0.639729,0.000000,0
2.819365,-1.346226,1.186915,1.000000,1
-0.672527,-1.856009,-0.009751,0.000000,0
0.251790,-1.835347,-1.004623,0.000000,0
-0.134872,0.377250,-0.394184,1.000000,1
1.939344,0.744686,0.409439,1.000000,1
1.353044,0.309808,-0.406848,1.000000,1
0.827265,0.502052,1.437228,1.000000,1
-0.992738,-2.034316,0.030164,0.000000,0
0.676824,0.319426,0.694497,1.000000,1
0.081286,1.094981,-0.572310,1.000000,1
-0.485566,-1.467974,1.659286,0.000000,0
-1.009253,-0.253629,0.239750,0.000000,0
-0.061971,-1.741556,1.089029,0.000000,0
0.475070,-0.610102,1.610615,1.000000,1
0.983600,-1.689148,0.892883,0.000000,0
1.865767,0.276654,1.565698,0.000000,0
-0.185178,-1.652157,-1.497373,0.000000,0
-1.069066,-0.040245,-2.235924,0.000000,0
-1.226258,-0.626200,0.859654,0.000000,0
0.101146,0.496887,2.444881,0.000000,0
0.624216,1.489229,1.869544,0.000000,0
1.642438,0.289231,0.361177,0.000000,0
0.034461,0.469790,-0.086845,1.000000,1
1.500025,0.469291,-0.080362,1.000000,1
0.690674,0.241385,-0.085005,1.000000,1
-0.443073,-0.617472,0.830537,0.000000,0
0.214358,-0.196490,1.844022,0.000000,0
0.282681,0.819419,2.022964,0.000000,0
-0.652080,-0.242652,-0.558576,0.000000,0
0.337116,-2.526065,1.074357,0.000000,0
-0.216575,-0.172995,1.354809,0.000000,0
1.466350,-0.028135,0.311595,1.000000,1
2.341728,-0.122649,0.366956,1.000000,1
0.255335,0.533599,0.303909,0.000000,0
-0.113260,0.297550,-2.194676,0.000000,0
-1.630859,-1.170055,-0.583207,0.000000,0
-1.200158,0.990274,2.402377,0.000000,0
-0.539965,-0.838630,0.306064,0.000000,0
0.494735,-1.051995,0.864592,0.000000,0
0.969034,-0.767842,0.383557,0.000000,0
1.181795,-0.206525,1.176331,1.000000,1
-1.647057,0.651184,0.705657,1.000000,0
-1.084660,-0.040832,-1.314731,0.000000,0
-1.529175,-0.155115,-0.258622,0.000000,0
-0.112257,0.265493,-1.550981,0.000000,0
-1.632657,-1.094338,0.598952,0.000000,0
1.641811,-0.450502,-0.097751,1.000000,1
-0.098583,0.529411,2.215175,0.000000,0
0.483123,-1.325710,1.965582,0.000000,0
-0.016744,-0.300228,0.760334,0.000000,0
-0.522638,-0.085179,-0.144590,1.000000,0
1.451644,-0.128824,0.747668,0.000000,0
